periodo,r_revenue_visits,r_revenue_lbs,r_profit_visits,r_inquiries_visits
Initial,0.20006218324664932,0.935230225464211,0.263880460605801,-0.1905806151665458
Pre-Promotion,0.13214562559563292,0.8680757921095466,0.42153695359481336,0.33915734334998376
Promotion,-0.030076441744314744,0.83383680508662,0.11616310045126715,0.5000820484054401
Post-Promotion,0.16235949978675546,0.9624489795326884,0.1789204007846437,-0.22888629815728553
